"I_Value","J_Value","TP_Base","TP_25Percent_NiagaraRiver","Conc_Change","Percent_Change"
203,84,4.29312376581947e-06,4.31067701356369e-06,1.75532477442175e-08,0.408868895976656
203,85,4.28594512413838e-06,4.30142108598375e-06,1.54759618453681e-08,0.361086327452206
203,86,4.28543717134744e-06,4.299216925574e-06,1.37797542265616e-08,0.321548389944752
203,87,4.27246823164751e-06,4.28478097092011e-06,1.23127392726019e-08,0.28818796548088
203,88,4.24661766373902e-06,4.25750158683513e-06,1.08839230961166e-08,0.25629627995598
203,89,4.21736604039324e-06,4.22692346546683e-06,9.55742507358082e-09,0.226620714968569
203,90,4.18651006839355e-06,4.19483512814622e-06,8.3250597526785e-09,0.198854406574329
203,91,4.15616386817419e-06,4.16337161368574e-06,7.20774551155046e-09,0.173423034802447
203,92,4.12744475397631e-06,4.13368661611457e-06,6.24186213826761e-09,0.151228241934778
203,93,4.09282620239537e-06,4.09818630942027e-06,5.36010702489875e-09,0.130963465337514
203,94,4.04419824917568e-06,4.04869342673919e-06,4.4951775635127e-09,0.111151266247369
203,95,3.98275324187125e-06,3.98642896470847e-06,3.67572283721529e-09,0.0922910010736265
203,96,3.91480352845974e-06,3.91776029573521e-06,2.95676727546379e-09,0.0755278586516221
203,97,3.84554732590914e-06,3.84787972507183e-06,2.33239916269667e-09,0.0606519427542155
203,98,3.78363620257005e-06,3.78546337742591e-06,1.82717485586181e-09,0.0482915047334809
203,99,3.73167335965263e-06,3.73309558199253e-06,1.42222233989742e-09,0.0381121872904172
203,100,3.68925361726724e-06,3.69034864888818e-06,1.09503162093461e-09,0.0296816574444598
203,101,3.66030235454673e-06,3.66111521543644e-06,8.12860889709555e-10,0.0222074793548091
203,102,3.6511564758257e-06,3.65174332728202e-06,5.86851456318982e-10,0.0160730294690059
203,103,3.66344784197281e-06,3.66385779670964e-06,4.09954736824147e-10,0.0111904073568953
203,104,3.69707504432881e-06,3.6973381156713e-06,2.63071342487819e-10,0.00711566141702647
203,105,3.75412992070778e-06,3.7542667996604e-06,1.36878952616826e-10,0.00364608991984538
203,106,3.82286907552043e-06,3.82292500944459e-06,5.59339241590351e-11,0.00146313993636888
203,107,3.86328838430927e-06,3.86332612833939e-06,3.77440301235765e-11,0.000976992302124629
203,108,3.82438156520948e-06,3.82442976842867e-06,4.82032191939652e-11,0.00126041866827493
203,109,3.85870589525439e-06,3.85875955544179e-06,5.36601874046028e-11,0.00139062651731495
203,122,3.23257700074464e-06,3.23257700074464e-06,0,0
203,123,3.29983595293015e-06,3.29983595293015e-06,0,0
203,131,1.45193428124912e-06,1.45193428124912e-06,0,0
204,37,5.91716889175586e-06,6.39603604213335e-06,4.78867150377482e-07,8.09284235649699
204,38,5.88816283197957e-06,6.36467439107946e-06,4.7651155909989e-07,8.09270349168808
204,39,5.93308732277364e-06,6.41321412331308e-06,4.80126800539438e-07,8.09236025730672
204,40,5.93362346990034e-06,6.41374208498746e-06,4.80118615087122e-07,8.09149110189807
204,41,5.93670847592875e-06,6.41698261460988e-06,4.80274138681125e-07,8.0899060586934
204,42,5.93222694078577e-06,6.41200631434913e-06,4.7977937356336e-07,8.0876773318421
204,43,5.91601019550581e-06,6.3941670305212e-06,4.78156835015398e-07,8.08242073988712
204,44,5.94824314248399e-06,6.42885015622596e-06,4.80607013741974e-07,8.07981453060226
204,45,5.94425773670082e-06,6.4239470702887e-06,4.79689333587885e-07,8.06979365356594
204,46,5.95913388679037e-06,6.43953399048769e-06,4.8040010369732e-07,8.06157594079611
204,47,5.96418931309017e-06,6.44444708086667e-06,4.80257767776493e-07,8.05235619738672
204,48,5.96839390709647e-06,6.44914371150662e-06,4.80749804410152e-07,8.05492753818639
204,49,5.97438656768645e-06,6.45603631710401e-06,4.81649749417556e-07,8.06191136045073
204,50,5.94626544625498e-06,6.42710801912472e-06,4.80842572869733e-07,8.08646329727127
204,51,5.94416633248329e-06,6.42878421786008e-06,4.84617885376792e-07,8.15283183999217
204,52,5.97235066379653e-06,6.46433363726828e-06,4.9198297347175e-07,8.23767727595224
204,53,6.01008196099428e-06,6.50884430797305e-06,4.98762346978765e-07,8.29876115194029
204,54,6.03169246460311e-06,6.53946881357115e-06,5.07776348968036e-07,8.41847212781344
204,55,6.03921535002883e-06,6.5549384089536e-06,5.15723058924777e-07,8.5395706070047
204,56,6.03641183261061e-06,6.55827534501441e-06,5.21863512403797e-07,8.64526024524247
204,57,6.03941180088441e-06,6.56320389680332e-06,5.23792095918907e-07,8.67289916945559
204,58,6.03129728915519e-06,6.55683879813296e-06,5.25541508977767e-07,8.7135732792137
204,59,6.01784677201067e-06,6.54361883789534e-06,5.25772065884667e-07,8.73688024643732
204,60,5.99087479713489e-06,6.51545360597083e-06,5.2457880883594e-07,8.75629731215244
204,61,5.94427137912135e-06,6.46447824692586e-06,5.20206867804518e-07,8.75139835694064
204,62,5.9114945543115e-06,6.42711029286147e-06,5.15615738549968e-07,8.7222568474483
204,63,5.88077818974853e-06,6.39134532320895e-06,5.10567133460427e-07,8.68196549821342
204,64,5.8581185840012e-06,6.36363938610884e-06,5.0552080210764e-07,8.62940541163234
204,65,5.86307851335732e-06,6.3657694227004e-06,5.02690909343073e-07,8.57383895163331
204,66,5.86708938499214e-06,6.36650747765088e-06,4.99418092658743e-07,8.51219505767615
204,67,5.72562794332043e-06,6.19095817455673e-06,4.65330231236294e-07,8.1271475520716
204,68,5.56988106836798e-06,5.99295572101255e-06,4.23074652644573e-07,7.59575738604662
204,69,5.39443180969101e-06,5.76948150410317e-06,3.75049694412155e-07,6.9525337912027
204,70,5.22159325555549e-06,5.54918506168178e-06,3.27591806126293e-07,6.27379020335897
204,71,4.94422602059785e-06,5.19948071087128e-06,2.55254690273432e-07,5.16268247466904
204,72,4.77790354125318e-06,4.98794634040678e-06,2.10042799153598e-07,4.3961289159577
204,73,4.82501445731032e-06,5.03426872455748e-06,2.09254267247161e-07,4.33686301043352
204,74,4.8991596486303e-06,5.10783684148919e-06,2.08677192858886e-07,4.25944871825574
204,75,4.88053456138005e-06,5.07278309669346e-06,1.92248535313411e-07,3.93908767360618
204,76,4.82093810205697e-06,4.99226234751404e-06,1.71324245457072e-07,3.55375327021876
204,77,4.7359226300614e-06,4.87792658532271e-06,1.42003955261316e-07,2.998443309862
204,78,4.57612031823373e-06,4.67073596155387e-06,9.46156433201395e-08,2.06759518413753
204,79,4.45471005150466e-06,4.51277810498141e-06,5.80680534767453e-08,1.30352038191872
204,80,4.39141331298742e-06,4.43283488493762e-06,4.14215719501954e-08,0.943240114240506
204,81,4.3583149818005e-06,4.39057248513564e-06,3.22575033351313e-08,0.740137036213136
204,82,4.33700233770651e-06,4.36347636423307e-06,2.64740265265573e-08,0.610422233264399
204,83,4.32223578172852e-06,4.34488583778148e-06,2.2650056052953e-08,0.52403564258808
204,84,4.31242733611725e-06,4.33215382145136e-06,1.97264853341039e-08,0.457433454446676
204,85,4.30123645855929e-06,4.31851231041946e-06,1.72758518601768e-08,0.401648503322772
204,86,4.29756846642704e-06,4.31292255598237e-06,1.53540895553306e-08,0.357273878828877
204,87,4.29282590630464e-06,4.30663249062491e-06,1.38065843202639e-08,0.321619945034038
204,88,4.26555243393523e-06,4.27777422373765e-06,1.22217898024246e-08,0.2865230234938
204,89,4.23847859565285e-06,4.2493011278566e-06,1.0822532203747e-08,0.255340022593177
204,90,4.21098684455501e-06,4.22050425186171e-06,9.51740730670281e-09,0.226013703153911
204,91,4.18165745941224e-06,4.18993477069307e-06,8.27731128083542e-09,0.197943312219525
204,92,4.15262047681608e-06,4.15980048273923e-06,7.18000592314638e-09,0.172903013006656
204,93,4.12193867305177e-06,4.12813596994965e-06,6.19729689788073e-09,0.150349080601251
204,94,4.08013056585332e-06,4.08539290219778e-06,5.26233634445816e-09,0.128974704596435
204,95,4.02585419578827e-06,4.03022613681969e-06,4.37194103142247e-09,0.108596606305222
204,96,3.96232189814327e-06,3.96588620787952e-06,3.56430973624811e-09,0.0899550775498156
204,97,3.89358274333063e-06,3.89642900699982e-06,2.84626366919838e-09,0.0731014044602952
204,98,3.8270600271062e-06,3.82929511033581e-06,2.23508322960697e-09,0.0584020949181979
204,99,3.76846242033935e-06,3.77020114683546e-06,1.7387264961144e-09,0.046138883772067
204,100,3.71841110791138e-06,3.71974215340742e-06,1.33104549604468e-09,0.0357960821817877
204,101,3.67943539458793e-06,3.68041855836054e-06,9.83163772616535e-10,0.0267205064685378
204,102,3.65977712135646e-06,3.66048379873973e-06,7.06677383277565e-10,0.0193093010815818
204,103,3.66189124179073e-06,3.66238555216114e-06,4.94310370413586e-10,0.0134987725679111
204,104,3.68536211681203e-06,3.68568521480483e-06,3.23097992804833e-10,0.00876706230117555
204,105,3.7304514535208e-06,3.73063608094526e-06,1.84627424459904e-10,0.00494919788557101
204,106,3.79398761651828e-06,3.79405832973134e-06,7.07132130628452e-11,0.0018638229802062
204,107,3.82914413421531e-06,3.82919870389742e-06,5.45696821063757e-11,0.00142511433870479
204,108,3.79839252673264e-06,3.79845141651458e-06,5.88897819397971e-11,0.00155038694725039
204,109,3.82900634576799e-06,3.82907137463917e-06,6.50288711767644e-11,0.00169832236628799
204,122,3.1793458674656e-06,3.1793458674656e-06,0,0
204,123,3.21795891977672e-06,3.21795891977672e-06,0,0
204,124,2.76199398285826e-06,2.76199398285826e-06,0,0
204,131,1.49877780586394e-06,1.49877780586394e-06,0,0
205,36,3.74198361896561e-06,3.76486673303589e-06,2.28831140702823e-08,0.611523630255973
205,37,5.85341012993013e-06,6.32660930932616e-06,4.73199179396033e-07,8.08416237530381
205,38,5.86432543059345e-06,6.33869103694451e-06,4.74365606351057e-07,8.08900549543774
205,39,5.85999032409745e-06,6.33404579275521e-06,4.74055468657752e-07,8.08969712301984
205,40,5.86544865655014e-06,6.33997296972666e-06,4.74524313176516e-07,8.09016225291818
205,41,5.88981220062124e-06,6.36622917227214e-06,4.76416971650906e-07,8.08883128057385
205,42,5.89614728596644e-06,6.37291987004573e-06,4.76772584079299e-07,8.08617154483365
205,43,5.89123146710335e-06,6.36729873804143e-06,4.76067270938074e-07,8.08094663393273
205,44,5.87422437092755e-06,6.34851448921836e-06,4.7429011829081e-07,8.07408924722293
205,45,5.88404054724379e-06,6.35865853837458e-06,4.74617991130799e-07,8.06619171503026
205,46,5.88070042795152e-06,6.35456171949045e-06,4.73861291538924e-07,8.05790564142014
205,47,5.87545764574315e-06,6.34805473964661e-06,4.7259709390346e-07,8.04357928179199
205,48,5.86627538723405e-06,6.33700210528332e-06,4.70726718049264e-07,8.02428605846973
205,49,5.86018313697423e-06,6.32819137535989e-06,4.68008238385664e-07,7.98623912336142
205,50,5.83293058298295e-06,6.29759779258166e-06,4.64667209598701e-07,7.96627360788976
205,51,5.86512487643631e-06,6.33360969004571e-06,4.68484813609393e-07,7.9876357874591
205,52,5.90567969993572e-06,6.38049641565885e-06,4.74816715723136e-07,8.0400011488653
205,53,5.96549170950311e-06,6.44819874651148e-06,4.82707037008367e-07,8.09165548314162
205,54,5.9923163462372e-06,6.48337254460785e-06,4.91056198370643e-07,8.19476426138609
205,55,6.00896419200581e-06,6.50862148177112e-06,4.9965728976531e-07,8.31519832369849
205,56,6.01865258431644e-06,6.52610788165475e-06,5.07455297338311e-07,8.43137712684481
205,57,6.02691352469265e-06,6.54078212392051e-06,5.13868599227862e-07,8.52623149681027
205,58,6.02871432420216e-06,6.54579253023257e-06,5.17078206030419e-07,8.57692334092891
205,59,6.02646105107851e-06,6.54534824207076e-06,5.18887190992245e-07,8.61014759067237
205,60,6.01592273596907e-06,6.53626011626329e-06,5.20337380294222e-07,8.64933615558485
205,61,5.99898794462206e-06,6.51955770081258e-06,5.20569756190525e-07,8.67762630957115
205,62,5.99492295805248e-06,6.51489608571865e-06,5.19973127666162e-07,8.67355813084679
205,63,5.94390849073534e-06,6.45924410491716e-06,5.15335614181822e-07,8.66997893700864
205,64,5.98765063841711e-06,6.50429910820094e-06,5.16648469783831e-07,8.62856737948245
205,65,5.91616526435246e-06,6.42511395199108e-06,5.08948687638622e-07,8.60267867608881
205,66,5.88055945627275e-06,6.38401752439677e-06,5.03458068124019e-07,8.56139746341623
205,67,5.82065422349842e-06,6.30496469966602e-06,4.84310476167593e-07,8.3205505355806
205,68,5.70646398045938e-06,6.16177976553445e-06,4.55315785075072e-07,7.97894784991561
205,69,5.60469652555184e-06,6.02995396548067e-06,4.25257439928828e-07,7.58751946675572
205,70,5.47346962775919e-06,5.86419946557726e-06,3.90729837818071e-07,7.13861342787855
205,71,5.23884637004812e-06,5.56911845706054e-06,3.30272087012418e-07,6.30429036630413
205,72,5.09422625327716e-06,5.38470840183436e-06,2.90482148557203e-07,5.70218388651924
205,73,5.1087172323605e-06,5.39022994416882e-06,2.81512711808318e-07,5.51043831561302
205,74,5.16128648087033e-06,5.43440864930744e-06,2.73122168437112e-07,5.29174595228158
205,75,5.11353800902725e-06,5.3604908316629e-06,2.46952822635649e-07,4.82939253017553
205,76,4.98752706334926e-06,5.20022877026349e-06,2.12701706914231e-07,4.26467273686122
205,77,4.85472355649108e-06,5.02972807225888e-06,1.75004515767796e-07,3.60482968250177
205,78,4.66320125269704e-06,4.78057154396083e-06,1.17370291263796e-07,2.51694672615542
205,79,4.50214747615973e-06,4.57202077086549e-06,6.98732947057579e-08,1.55199924204524
205,80,4.42136979472707e-06,4.46895182903972e-06,4.75820343126543e-08,1.07618309532491
205,81,4.38007964476128e-06,4.41675138063147e-06,3.66717358701862e-08,0.837239019478717
205,82,4.35478978033643e-06,4.38477809439064e-06,2.99883140542079e-08,0.688628282118617
205,83,4.34071034760564e-06,4.36606569564901e-06,2.53553480433766e-08,0.584129002234916
205,84,4.32954902862548e-06,4.3514392018551e-06,2.18901732296217e-08,0.505599384252066
205,85,4.32015258411411e-06,4.33932291343808e-06,1.91703293239698e-08,0.443741950098294
205,86,4.31482840212993e-06,4.33184368375805e-06,1.70152816281188e-08,0.394344341010631
205,87,4.30731915912475e-06,4.32261776950327e-06,1.52986103785224e-08,0.355177079137807
205,88,4.28790917794686e-06,4.30164482168038e-06,1.37356437335256e-08,0.320334297288045
205,89,4.26035603595665e-06,4.27255736212828e-06,1.22013261716347e-08,0.286392171655554
205,90,4.23214851252851e-06,4.24290919909254e-06,1.07606865640264e-08,0.254260608581465
205,91,4.20453943661414e-06,4.21396043748246e-06,9.42100086831488e-09,0.224067368384621
205,92,4.17581077272189e-06,4.18398894908023e-06,8.17817635834217e-09,0.195846430871949
205,93,4.14683290728135e-06,4.15392969443928e-06,7.09678715793416e-09,0.171137523903436
205,94,4.11052405979717e-06,4.11661494581494e-06,6.0908860177733e-09,0.14817784616188
205,95,4.06250183004886e-06,4.06762774218805e-06,5.12591213919222e-09,0.126176241971824
205,96,4.00485987483989e-06,4.00910403186572e-06,4.24415702582337e-09,0.105975169131056
205,97,3.93875552617828e-06,3.94218659494072e-06,3.43106876243837e-09,0.0871104779069009
205,98,3.87007094104774e-06,3.87278714697459e-06,2.71620592684485e-09,0.0701849130990217
205,99,3.80618757844786e-06,3.80829510504554e-06,2.10752659768332e-09,0.0553710649894652
205,100,3.74889646082011e-06,3.75050194634241e-06,1.60548552230466e-09,0.0428255498406976
205,101,3.69988833881507e-06,3.70106181435403e-06,1.17347553896252e-09,0.0317165122701605
205,102,3.66994481737493e-06,3.67078132512688e-06,8.36507751955651e-10,0.0227934694820288
205,103,3.66228732673335e-06,3.66287235920026e-06,5.85032466915436e-10,0.0159745103188631
205,104,3.67590018868214e-06,3.67628786079877e-06,3.87672116630711e-10,0.0105463178196277
205,105,3.7097665881447e-06,3.70999282495177e-06,2.26236807066016e-10,0.00609841082155952
205,106,3.76538559976325e-06,3.76548337044369e-06,9.77706804405898e-11,0.00259656488957564
205,107,3.80292999579979e-06,3.80299456992361e-06,6.45741238258779e-11,0.00169800979500538
205,108,3.77613559976453e-06,3.77619767277793e-06,6.20730133960024e-11,0.00164382373874161
205,109,3.80744813810452e-06,3.80751953343861e-06,7.13953340891749e-11,0.00187514922067246
205,110,3.7510205856961e-06,3.7511010759772e-06,8.04902811069041e-11,0.00214582349704613
205,122,3.30554121319437e-06,3.30554121319437e-06,0,0
205,124,2.57182909990661e-06,2.57182909990661e-06,0,0
205,125,2.53374969361175e-06,2.53374969361175e-06,0,0
205,126,2.41242310039524e-06,2.41242310039524e-06,0,0
205,127,2.28915723710088e-06,2.28915723710088e-06,0,0
205,131,1.5720769397376e-06,1.5720769397376e-06,0,0
206,39,5.86189162277151e-06,6.3360707827087e-06,4.74179159937194e-07,8.08918332940794
206,40,5.87720478506526e-06,6.35255173619953e-06,4.7534695113427e-07,8.08797665758029
206,41,5.89181718169129e-06,6.36820959698525e-06,4.76392415293958e-07,8.08566186972566
206,42,5.89963019592687e-06,6.37626635580091e-06,4.76636159874033e-07,8.07908536713207
206,43,5.88192870054627e-06,6.35674223303795e-06,4.7481353249168e-07,8.07241224205222
206,44,5.87007843932952e-06,6.34333355264971e-06,4.73255113320192e-07,8.06215995597918
206,45,5.85785528528504e-06,6.32884484730312e-06,4.70989562018076e-07,8.04030722986967
206,46,5.85918496653903e-06,6.32837327430025e-06,4.69188307761215e-07,8.00774016250864
206,47,5.84841109230183e-06,6.31308330412139e-06,4.64672211819561e-07,7.94527273281459
206,48,5.843061444466e-06,6.30529711997951e-06,4.62235675513512e-07,7.91084741974257
206,49,5.87843442190206e-06,6.34267325949622e-06,4.64238837594166e-07,7.89732102589238
206,50,5.85324869462056e-06,6.31517650617752e-06,4.61927811556961e-07,7.89181932388243
206,51,5.85541874897899e-06,6.31766852166038e-06,4.62249772681389e-07,7.89439308268075
206,52,5.87009981245501e-06,6.33411491435254e-06,4.6401510189753e-07,7.90472252129336
206,53,5.88940065426868e-06,6.35560081718722e-06,4.6620016291854e-07,7.91591861865662
206,54,5.89627506997203e-06,6.36475306237116e-06,4.6847799239913e-07,7.94532118735349
206,55,5.90882973483531e-06,6.38032543065492e-06,4.71495695819613e-07,7.97951061341175
206,56,5.93469712839578e-06,6.41320912109222e-06,4.7851199269644e-07,8.062955570334
206,57,5.96286736254115e-06,6.45217278361088e-06,4.8930542106973e-07,8.20587464587183
206,58,5.98596261625062e-06,6.48403874947689e-06,4.98076133226277e-07,8.32073578064297
206,59,5.9963681451336e-06,6.50279616820626e-06,5.06428023072658e-07,8.44557923755321
206,60,6.00089742874843e-06,6.51146456220886e-06,5.10567133460427e-07,8.50817964350563
206,61,6.00393741478911e-06,6.51558093522908e-06,5.11643520439975e-07,8.52179969730659
206,62,6.00058820054983e-06,6.51356367598055e-06,5.12975475430721e-07,8.54875319362388
206,63,5.99706982029602e-06,6.51014488539658e-06,5.13075065100566e-07,8.55542924253031
206,64,5.97693360759877e-06,6.48929062663228e-06,5.12357019033516e-07,8.57223875436949
206,65,5.98054975853302e-06,6.49199637337006e-06,5.11446614837041e-07,8.55183278271888
206,66,5.94234279560624e-06,6.44997362542199e-06,5.07630829815753e-07,8.54260427707225
206,67,5.87893100600922e-06,6.37305856798775e-06,4.9412756197853e-07,8.40505801945033
206,68,5.8059463299287e-06,6.28185034656781e-06,4.75904016639106e-07,8.1968380276941
206,69,5.75870808461332e-06,6.21693789071287e-06,4.58229806099553e-07,7.95716329716202
206,70,5.66701464776997e-06,6.10188453720184e-06,4.34869889431866e-07,7.67370328931462
206,71,5.51500170331565e-06,5.90700892644236e-06,3.92007223126711e-07,7.10801635638724
206,72,5.41438339496381e-06,5.77620903641218e-06,3.61825641448377e-07,6.68267492444161
206,73,5.40640075996635e-06,5.75216290599201e-06,3.45762146025663e-07,6.39542204466203
206,74,5.41715144208865e-06,5.7442566685495e-06,3.27105226460844e-07,6.03832530727117
206,75,5.31644400325604e-06,5.60692251383443e-06,2.90478510578396e-07,5.46377447783694
206,76,5.13359964315896e-06,5.37874166184338e-06,2.45142018684419e-07,4.77524613769006
206,77,4.97198334414861e-06,5.17554963153088e-06,2.03566287382273e-07,4.09426728313248
206,78,4.76332252219436e-06,4.9070308705268e-06,1.43708348332439e-07,3.01697707142105
206,79,4.55955614597769e-06,4.64466347693815e-06,8.51073309604544e-08,1.86657052212272
206,80,4.453008841665e-06,4.50740571977803e-06,5.43968781130388e-08,1.2215757939681
206,81,4.40468284068629e-06,4.44572197011439e-06,4.10391294280998e-08,0.931715878587652
206,82,4.37738344771788e-06,4.41055090050213e-06,3.31674527842551e-08,0.757700420362918
206,83,4.3611335058813e-06,4.3890395318158e-06,2.79060259344988e-08,0.639880111371631
206,84,4.34846106145415e-06,4.37248172602267e-06,2.40206645685248e-08,0.552394611083218
206,85,4.34052935815998e-06,4.36155369243352e-06,2.10243342735339e-08,0.484372585431525
206,86,4.32767637903453e-06,4.34630374002154e-06,1.86273609870113e-08,0.430424074157943
206,87,4.31697662861552e-06,4.33376681030495e-06,1.679018168943e-08,0.38893381025356
206,88,4.30614772994886e-06,4.32143633588566e-06,1.52886059368029e-08,0.355041370979265
206,89,4.27832856075838e-06,4.29196961704292e-06,1.36410562845413e-08,0.318840783049239
206,90,4.24867448600708e-06,4.26070027970127e-06,1.20257936941925e-08,0.283048130276849
206,91,4.22189987148158e-06,4.23246865466353e-06,1.05687831819523e-08,0.250332397822676
206,92,4.19368552684318e-06,4.2029009819089e-06,9.21545506571420e-09,0.219745973004589
206,93,4.16664943259093e-06,4.17470027969102e-06,8.05084710009396e-09,0.193221129599275
206,94,4.13475981986267e-06,4.14173564422526e-06,6.97582436259836e-09,0.168711718854568
206,95,4.09276526625035e-06,4.09870108342147e-06,5.93581717112102e-09,0.145031947472502
206,96,4.04122147301678e-06,4.04619913751958e-06,4.97766450280324e-09,0.12317227689794
206,97,3.97879512092914e-06,3.9828555600252e-06,4.06043909606524e-09,0.102051977361353
206,98,3.91029425372835e-06,3.91353160011931e-06,3.23734639096074e-09,0.0827903523596471
206,99,3.84262057195883e-06,3.84513577955659e-06,2.51520759775303e-09,0.0654555283471787
206,100,3.78071626983001e-06,3.78263916900323e-06,1.92289917322341e-09,0.0508607109337478
206,101,3.72310091734107e-06,3.72450540453428e-06,1.40448719321284e-09,0.037723586451046
206,102,3.68253404303687e-06,3.68352698387753e-06,9.92940840660594e-10,0.0269635210172218
206,103,3.66478047908458e-06,3.66546487384767e-06,6.84394763084128e-10,0.0186749183747858
206,104,3.66895983461291e-06,3.66941594620585e-06,4.56111592939124e-10,0.0124316322200144
206,105,3.6917845136486e-06,3.69206622963247e-06,2.81715983874165e-10,0.0076308891494792
206,106,3.7335041724873e-06,3.7336449167924e-06,1.40744305099361e-10,0.00376976423748297
206,107,3.78279582946561e-06,3.78288791580417e-06,9.2086338554509e-11,0.00243434598920761
206,108,3.76142338609498e-06,3.76149660041847e-06,7.32143234927207e-11,0.00194645260523916
206,109,3.76495040654845e-06,3.76503362531366e-06,8.32187652122229e-11,0.00221035488455516
206,110,3.73810439668887e-06,3.73818966181716e-06,8.5265128291212e-11,0.00228097236574607
206,113,2.3390934074996e-05,2.3390934074996e-05,0,0
206,114,2.26482716243481e-05,2.2648284357274e-05,1.2732925824821e-11,5.62202981137528e-05
206,121,3.27655061482801e-06,3.27655061482801e-06,0,0
206,122,3.37642677550321e-06,3.37642677550321e-06,0,0
206,125,2.49056256507174e-06,2.49056256507174e-06,0,0
206,127,2.20363267544599e-06,2.20363267544599e-06,0,0
206,128,2.18491231862572e-06,2.18491231862572e-06,0,0
206,129,2.15544946513546e-06,2.15544946513546e-06,0,0
206,131,1.69331929100736e-06,1.69331929100736e-06,0,0
207,38,5.83107157581253e-06,6.30284648650559e-06,4.71774910693057e-07,8.09070690625706
207,39,5.83273867960088e-06,6.30458089290187e-06,4.71842213300988e-07,8.08954831031921
207,40,5.8441114560992e-06,6.31682451057713e-06,4.72713054477936e-07,8.08870703491785
207,41,5.85955513088265e-06,6.33343552181032e-06,4.73880390927661e-07,8.08731004901866
207,42,5.86926807955024e-06,6.34369916951982e-06,4.74431089969585e-07,8.08330925661076
207,43,5.86818669034983e-06,6.3421484810533e-06,4.7396179070347e-07,8.07680150126946
207,44,5.86773239774629e-06,6.34114621789195e-06,4.73413820145652e-07,8.06808811402992
207,45,5.85844964007265e-06,6.33008176009753e-06,4.71632120024879e-07,8.05045957549667
207,46,5.85148018217296e-06,6.32053797744447e-06,4.6905779527151e-07,8.01605372774798
207,47,5.8492169046076e-06,6.31433795206249e-06,4.65121047454886e-07,7.95185159039831
207,48,5.83235350859468e-06,6.29158557785559e-06,4.59232069260906e-07,7.87387233274136
207,49,5.83350492888712e-06,6.2889771470509e-06,4.55472218163777e-07,7.8078654893786
207,50,5.83450446356437e-06,6.28799625701504e-06,4.53491793450667e-07,7.7725845662242
207,51,5.81627818974084e-06,6.26788141744328e-06,4.51603227702435e-07,7.76447090338637
207,52,5.82084112465964e-06,6.26937389824889e-06,4.4853277358925e-07,7.70563504454825
207,53,5.82054326514481e-06,6.26867040409707e-06,4.48127138952259e-07,7.6990603546542
207,54,5.83009750698693e-06,6.27556573817856e-06,4.45468231191626e-07,7.64083672113144
207,55,5.83614382776432e-06,6.27964254817925e-06,4.43498720414937e-07,7.59917393236743
207,56,5.85084217163967e-06,6.29412897978909e-06,4.43286808149423e-07,7.57646156134809
207,57,5.85482348469668e-06,6.29964688414475e-06,4.44823399448069e-07,7.5975544029764
207,58,5.87079694014392e-06,6.32382761978079e-06,4.53030679636868e-07,7.716681129594
207,59,5.89898945690948e-06,6.36504728390719e-06,4.66057826997712e-07,7.90063841276779
207,60,5.93002005189192e-06,6.4086298152688e-06,4.7860976337688e-07,8.07096365929125
207,61,5.95562050875742e-06,6.44247847958468e-06,4.86857970827259e-07,8.17476483116009
207,62,5.97683811065508e-06,6.46852004138054e-06,4.91681930725463e-07,8.22645555429931
207,63,5.9801582210639e-06,6.47839078737888e-06,4.98232566314982e-07,8.33142783012092
207,64,5.97057760387543e-06,6.47320894131553e-06,5.02631337440107e-07,8.41847088820779
207,65,5.98219003222766e-06,6.48680315862293e-06,5.0461312639527e-07,8.43525738361342
207,66,5.95852134210872e-06,6.46283933747327e-06,5.04317995364545e-07,8.46381117745676
207,67,5.89127193961758e-06,6.38678784525837e-06,4.95515905640787e-07,8.41101736126871
207,68,5.8419577726454e-06,6.32493447483284e-06,4.82976702187443e-07,8.26737749541688
207,69,5.82331222176435e-06,6.29338956059655e-06,4.70077338832198e-07,8.07233617107642
207,70,5.77883611185825e-06,6.2332660490938e-06,4.54429937235545e-07,7.86369311119671
207,71,5.67500137549359e-06,6.0969109654252e-06,4.21909589931602e-07,7.43452841709497
207,72,5.60756689083064e-06,6.00580824539065e-06,3.98241354560014e-07,7.10185651483193
207,73,5.57719158678083e-06,5.9534318097576e-06,3.76240222976776e-07,6.74605161258129
207,74,5.53639847566956e-06,5.88643661103561e-06,3.50038135366049e-07,6.32248811035438
207,75,5.4141241889738e-06,5.72481303606764e-06,3.10688847093843e-07,5.7384876343727
207,76,5.2195987336745e-06,5.48233720110147e-06,2.62738467426971e-07,5.03369091826734
207,77,5.0553394430608e-06,5.27645215697703e-06,2.21112713916227e-07,4.37384504852067
207,78,4.8594288273307e-06,5.02694410897675e-06,1.67515281646047e-07,3.44722163032612
207,79,4.62077969132224e-06,4.72172632726142e-06,1.00946635939181e-07,2.18462343333003
207,80,4.48423725174507e-06,4.54596056442824e-06,6.17233126831707e-08,1.37645064741279
207,81,4.4280563997745e-06,4.47335514763836e-06,4.52987478638534e-08,1.02299392270975
207,82,4.40229177911533e-06,4.43822682427708e-06,3.59350451617502e-08,0.81628040495243
207,83,4.3848876885022e-06,4.41505881099147e-06,3.01711224892642e-08,0.688070587722855
207,84,4.37140943176928e-06,4.39737868873635e-06,2.59692569670733e-08,0.594070570885934
