OBJECTID,I_Value,J_Value,RASTERVALU
10820,217,75,6.84664
10821,217,76,6.88808
10822,217,77,6.87456
10823,217,78,6.79592
10824,217,79,6.71075
10825,217,80,6.66626
10826,217,81,6.65384
10827,217,82,6.65589
10828,217,83,6.66013
10829,217,84,6.65803
10830,217,85,6.65024
10831,217,86,6.63691
10832,217,87,6.60537
10833,217,88,6.59045
10834,217,89,6.56762
10835,217,90,6.53727
10836,217,91,6.49287
10837,217,92,6.44336
10838,217,93,6.23274
10839,217,94,6.17672
10840,217,95,6.06258
10841,217,96,6.01951
10842,217,97,5.98395
10843,217,98,5.96013
10844,217,99,5.9682
10845,218,69,6.86722
10846,218,70,6.86386
10847,218,71,6.85965
10848,218,72,6.85511
10849,218,73,6.84965
10850,218,74,6.84804
10851,218,75,6.85523
10852,218,76,6.86555
10853,218,77,6.85789
10854,218,78,6.82515
10855,218,79,6.77931
10856,218,80,6.7571
10857,218,81,6.75046
10858,218,82,6.75311
10859,218,83,6.76048
10860,218,84,6.76325
10861,218,85,6.75952
10862,218,86,6.73758
10863,218,87,6.72743
10864,218,88,6.72092
10865,218,89,6.71085
10866,218,90,6.69087
10867,218,91,6.65232
10868,218,92,6.59987
10869,218,93,6.54401
10870,218,94,6.31721
10871,218,95,6.2552
10872,218,96,6.13803
10873,218,97,6.09497
10874,218,98,6.06138
10875,218,99,6.06499
10876,219,72,6.90558
10877,219,73,6.89925
10878,219,74,6.89152
10879,219,75,6.88656
10880,219,76,6.88286
10881,219,77,6.87738
10882,219,78,6.8683
10883,219,79,6.84619
10884,219,80,6.83562
10885,219,81,6.82915
10886,219,82,6.82461
10887,219,83,6.82274
10888,219,84,6.8217
10889,219,85,6.81409
10890,219,86,6.81142
10891,219,87,6.8156
10892,219,88,6.82689
10893,219,89,6.83519
10894,219,90,6.82361
10895,219,91,6.78948
10896,219,92,6.73416
10897,219,93,6.67071
10898,219,94,6.43785
10899,219,95,6.36599
10900,219,96,6.24407
10901,219,97,6.19148
10902,219,98,6.17544
10903,219,99,6.15196
10904,220,72,6.96982
10905,220,73,6.96497
10906,220,74,6.95859
10907,220,75,6.9512
10908,220,76,6.9468
10909,220,77,6.94313
10910,220,78,6.94241
10911,220,79,6.93942
10912,220,80,6.93083
10913,220,81,6.91227
10914,220,82,6.88373
10915,220,83,6.85187
10916,220,84,6.83126
10917,220,85,6.83233
10918,220,86,6.84925
10919,220,87,6.87685
10920,220,88,6.91295
10921,220,89,6.93947
10922,220,90,6.93613
10923,220,91,6.89794
10924,220,92,6.83762
10925,220,93,6.77034
10926,220,94,6.70665
10927,220,95,6.59169
10928,220,96,6.53097
10929,220,97,6.45166
10930,220,98,6.25604
10931,220,99,6.22837
10932,221,72,7.0499
10933,221,73,7.04987
10934,221,74,7.05034
10935,221,75,7.04839
10936,221,76,7.0477
10937,221,77,7.04841
10938,221,78,7.05079
10939,221,79,7.04448
10940,221,80,7.02384
10941,221,81,6.98686
10942,221,82,6.93374
10943,221,83,6.87225
10944,221,84,6.83208
10945,221,85,6.83885
10946,221,86,6.87718
10947,221,87,6.9263
10948,221,88,6.97886
10949,221,89,7.01628
10950,221,90,7.01432
10951,221,91,6.97286
10952,221,92,6.91021
10953,221,93,6.84242
10954,221,94,6.77694
10955,221,95,6.70154
10956,221,96,6.60613
10957,221,97,6.52879
10958,221,98,6.32251
10959,222,73,7.20313
10960,222,74,7.20898
10961,222,75,7.2186
10962,222,76,7.18209
10963,222,77,7.19008
10964,222,78,7.19068
10965,222,79,7.17638
10966,222,80,7.14061
10967,222,81,7.08264
10968,222,82,7.01129
10969,222,83,6.93984
10970,222,84,6.89378
10971,222,85,6.88848
10972,222,86,6.92392
10973,222,87,6.96755
10974,222,88,7.01372
10975,222,89,7.04634
10976,222,90,7.04327
10977,222,91,7.0064
10978,222,92,6.95154
10979,222,93,6.88965
10980,222,94,6.82919
10981,222,95,6.75739
10982,222,96,6.69921
10983,222,97,6.66829
10984,222,98,6.46398
10985,223,75,7.37857
10986,223,76,7.40009
10987,223,77,7.36678
10988,223,78,7.36885
10989,223,79,7.34592
10990,223,80,7.29236
10991,223,81,7.21251
10992,223,82,7.12371
10993,223,83,7.04186
10994,223,84,7.00587
10995,223,85,6.99442
10996,223,86,6.97901
10997,223,87,7.00129
10998,223,88,7.02379
10999,223,89,7.03925
11000,223,90,7.03633
11001,223,91,7.0114
11002,223,92,6.97016
11003,223,93,6.9193
11004,223,94,6.86592
11005,223,95,6.79931
11006,223,96,6.76325
11007,223,97,6.7155
11008,223,98,6.50678
11009,224,76,7.6113
11010,224,77,7.64039
11011,224,78,7.64803
11012,224,79,7.56731
11013,224,80,7.4912
11014,224,81,7.37591
11015,224,82,7.26529
11016,224,83,7.14418
11017,224,84,7.062
11018,224,85,7.03532
11019,224,86,7.0483
11020,224,87,7.068
11021,224,88,7.07401
11022,224,89,7.05836
11023,224,90,7.03279
11024,224,91,7.0148
11025,224,92,6.98313
11026,224,93,6.94061
11027,224,94,6.98486
11028,224,95,6.84779
11029,224,96,6.7973
11030,224,97,6.75128
11031,224,98,6.53962
11032,225,76,7.85401
11033,225,77,7.9136
11034,225,78,7.94311
11035,225,79,7.90686
11036,225,80,7.78329
11037,225,81,7.60576
11038,225,82,7.38958
11039,225,83,7.16738
11040,225,84,7.0037
11041,225,85,6.97224
11042,225,86,7.0363
11043,225,87,7.09715
11044,225,88,7.12006
11045,225,89,7.11744
11046,225,90,7.10971
11047,225,91,7.10265
11048,225,92,7.07734
11049,225,93,7.04978
11050,225,94,7.03199
11051,225,95,6.99431
11052,225,96,6.95585
11053,225,97,6.77491
11054,225,98,6.56353
11055,226,77,8.26562
11056,226,78,8.33878
11057,226,79,8.29143
11058,226,80,8.15077
11059,226,81,7.89122
11060,226,82,7.55097
11061,226,83,7.17995
11062,226,84,6.89238
11063,226,85,6.85892
11064,226,86,7.009
11065,226,87,7.13398
11066,226,88,7.18129
11067,226,89,7.18448
11068,226,90,7.1712
11069,226,91,7.15449
11070,226,92,7.11872
11071,226,93,7.09928
11072,226,94,7.05848
11073,226,95,7.01467
11074,226,96,6.9697
11075,226,97,6.92926
11076,226,98,6.81367
11077,227,78,8.79312
11078,227,79,8.82413
11079,227,80,8.68437
11080,227,81,8.33286
11081,227,82,7.85208
11082,227,83,7.35012
11083,227,84,6.97617
11084,227,85,6.91761
11085,227,86,7.08481
11086,227,87,7.22092
11087,227,88,7.27025
11088,227,89,7.26885
11089,227,90,7.24543
11090,227,91,7.24995
11091,227,92,7.21555
11092,227,93,7.17496
11093,227,94,7.07814
11094,227,95,7.02213
11095,227,96,6.96738
11096,227,97,6.94404
11097,228,78,9.31284
11098,228,79,9.49241
11099,228,80,9.44186
11100,228,81,8.98408
11101,228,82,8.32542
11102,228,83,7.75401
11103,228,84,7.38723
11104,228,85,7.27403
11105,228,86,7.33136
11106,228,87,7.38319
11107,228,88,7.39995
11108,228,89,7.37732
11109,228,90,7.35866
11110,228,91,7.31209
11111,228,92,7.25949
11112,228,93,7.19876
11113,228,94,7.08637
11114,228,95,7.01322
11115,228,96,6.96426
11116,228,97,6.90528
11117,229,79,10.192
11118,229,80,10.287
11119,229,81,9.76762
11120,229,82,8.86853
11121,229,83,8.16832
11122,229,84,7.8356
11123,229,85,7.71978
11124,229,86,7.64712
11125,229,87,7.59663
11126,229,88,7.53945
11127,229,89,7.48162
11128,229,90,7.43868
11129,229,91,7.37143
11130,229,92,7.29697
11131,229,93,7.2123
11132,229,94,7.11242
11133,229,95,7.01392
11134,229,96,6.90936
11135,229,97,6.86315
11136,230,79,10.6492
11137,230,80,10.897
11138,230,81,10.3477
11139,230,82,9.2094
11140,230,83,8.35335
11141,230,84,8.02892
11142,230,85,7.96103
11143,230,86,7.87658
11144,230,87,7.76815
11145,230,88,7.66661
11146,230,89,7.57929
11147,230,90,7.51201
11148,230,91,7.42412
11149,230,92,7.328
11150,230,93,7.21143
11151,230,94,7.08778
11152,230,95,6.95784
11153,230,96,6.84751
11154,230,97,6.75525
11155,231,79,10.6205
11156,231,80,10.851
11157,231,81,10.3445
11158,231,82,9.26466
11159,231,83,8.37409
11160,231,84,8.03063
11161,231,85,8.00118
11162,231,86,7.96478
11163,231,87,7.8703
11164,231,88,7.76126
11165,231,89,7.67492
11166,231,90,7.57661
11167,231,91,7.47053
11168,231,92,7.35408
11169,231,93,7.21107
11170,231,94,7.05679
11171,231,95,6.89519
11172,231,96,6.74807
11173,231,97,6.67233
11174,232,80,10.3154
11175,232,81,9.92165
11176,232,82,9.1122
11177,232,83,8.41033
11178,232,84,8.083
11179,232,85,8.02129
11180,232,86,7.9999
11181,232,87,7.9199
11182,232,88,7.84816
11183,232,89,7.73701
11184,232,90,7.63082
11185,232,91,7.51338
11186,232,92,7.41984
11187,232,93,7.21769
11188,232,94,7.09921
11189,232,95,6.88952
11190,232,96,6.6986
11191,232,97,6.5417
11192,233,81,9.45536
11193,233,82,8.94363
11194,233,83,8.46217
11195,233,84,8.18919
11196,233,85,8.08376
11197,233,86,8.03343
11198,233,87,7.97338
11199,233,88,7.89356
11200,233,89,7.80279
11201,233,90,7.71345
11202,233,91,7.59351
11203,233,92,7.45028
11204,233,93,7.3068
11205,233,94,7.10405
11206,233,95,6.89239
11207,233,96,6.65584
11208,234,81,9.11443
11209,234,82,8.79544
11210,234,83,8.48332
11211,234,84,8.27088
11212,234,85,8.15118
11213,234,86,8.07862
11214,234,87,8.0133
11215,234,88,7.939
11216,234,89,7.86833
11217,234,90,7.76596
11218,234,91,7.72037
11219,234,92,7.57367
11220,234,93,7.35634
11221,234,94,7.31029
11222,234,95,7.03913
11223,234,96,6.70339
11224,235,82,8.67888
11225,235,83,8.47401
11226,235,84,8.31404
11227,235,85,8.20713
11228,235,86,8.12981
11229,235,87,8.0631
11230,235,88,8.00961
11231,235,89,7.92913
11232,235,90,7.9058
11233,235,91,7.78967
11234,235,92,7.6485
11235,235,93,7.63352
11236,235,94,7.41513
11237,235,95,7.17225
11238,235,96,6.92905
11239,236,83,8.456
11240,236,84,8.34144
11241,236,85,8.25398
11242,236,86,8.18924
11243,236,87,8.13256
11244,236,88,8.15009
11245,236,89,8.08363
11246,236,90,7.99909
11247,236,91,7.8874
11248,236,92,7.92402
11249,236,93,7.75688
11250,236,94,7.56425
11251,236,95,7.35244
11252,236,96,7.15841
11253,237,83,8.43994
11254,237,84,8.36578
11255,237,85,8.30879
11256,237,86,8.26006
11257,237,87,8.3012
11258,237,88,8.25861
11259,237,89,8.20381
11260,237,90,8.12248
11261,237,91,8.19025
11262,237,92,8.06452
11263,237,93,7.90981
11264,237,94,7.73856
11265,237,95,7.56113
11266,237,96,7.40548
11267,238,84,8.40406
11268,238,85,8.42368
11269,238,86,8.424
11270,238,87,8.42738
11271,238,88,8.40715
11272,238,89,8.36172
11273,238,90,8.45147
11274,238,91,8.3568
11275,238,92,8.22887
11276,238,93,8.08147
11277,238,94,7.92096
11278,238,95,7.76767
11279,238,96,7.63797
11280,239,89,8.7117
11281,239,90,8.65096
11282,239,91,8.54688
11283,239,92,8.41545
11284,239,93,8.26553
11285,239,94,8.10603
11286,239,95,7.96298
11287,239,96,7.84352
11288,240,95,8.14042
11289,238,83,8.44146
11290,239,82,8.4748
11291,239,83,8.46245
11292,239,84,8.50893
11293,239,85,8.53368
11294,239,86,8.70418
11295,239,87,8.72645
11296,239,88,8.73316
11297,240,81,8.47424
11298,240,82,8.55604
11299,240,83,8.5718
11300,240,84,8.59758
11301,240,85,8.80025
11302,240,86,8.85445
11303,240,87,8.90797
11304,240,88,8.94353
11305,240,89,8.93727
11306,240,90,8.87201
11307,240,91,8.75967
11308,240,92,8.61325
11309,240,93,8.45002
11310,240,94,8.28515
11311,241,81,8.55297
11312,241,82,8.58103
11313,241,83,8.61959
11314,241,84,8.84643
11315,241,85,8.91774
11316,241,86,9.00469
11317,241,87,9.09632
11318,241,88,9.15728
11319,241,89,9.16588
11320,241,90,9.10262
11321,241,91,8.97563
11322,241,92,8.80679
11323,241,93,8.62311
11324,241,94,8.45008
11325,241,95,8.29823
11326,242,81,8.56465
11327,242,82,8.78947
11328,242,83,8.8555
11329,242,84,8.92674
11330,242,85,9.0218
11331,242,86,9.13941
11332,242,87,9.25673
11333,242,88,9.34421
11334,242,89,9.36607
11335,242,90,9.3021
11336,242,91,9.16173
11337,242,92,8.97046
11338,242,93,8.7754
11339,242,94,8.59619
11340,242,95,8.43911
11341,243,81,8.80325
11342,243,82,8.84376
11343,243,83,8.90599
11344,243,84,8.99151
11345,243,85,9.102
11346,243,86,9.23195
11347,243,87,9.36305
11348,243,88,9.46187
11349,243,89,9.49058
11350,243,90,9.42696
11351,243,91,9.28438
11352,243,92,9.09376
11353,243,93,8.89413
11354,243,94,8.71572
11355,243,95,8.56027
11356,244,81,8.82218
11357,244,82,8.87393
11358,244,83,8.9439
11359,244,84,9.03361
11360,244,85,9.14705
11361,244,86,9.27622
11362,244,87,9.40097
11363,244,88,9.49486
11364,244,89,9.52312
11365,244,90,9.46578
11366,244,91,9.33388
11367,244,92,9.1551
11368,244,93,8.97009
11369,244,94,8.80398
11370,244,95,8.65742
11371,245,82,8.89608
11372,245,83,8.96623
11373,245,84,9.05339
11374,245,85,9.15722
11375,245,86,9.27073
11376,245,87,9.37708
11377,245,88,9.45514
11378,245,89,9.47528
11379,245,90,9.42712
11380,245,91,9.31318
11381,245,92,9.16395
11382,245,93,9.00628
11383,245,94,8.8633
11384,245,95,8.73933
11385,246,82,8.90994
11386,246,83,8.97538
11387,246,84,9.05158
11388,246,85,9.14057
11389,246,86,9.23279
11390,246,87,9.31726
11391,246,88,9.37196
11392,246,89,9.38331
11393,246,90,9.34216
11394,246,91,9.25212
11395,246,92,9.13552
11396,246,93,9.01373
11397,246,94,8.90171
11398,246,95,8.80377
11399,247,84,9.03654
11400,247,85,9.10816
11401,247,86,9.17898
11402,247,87,9.24085
11403,247,88,9.27877
11404,247,89,9.28324
11405,247,90,9.24881
11406,247,91,9.18081
11407,247,92,9.09543
11408,247,93,9.00758
11409,247,94,8.92775
11410,247,95,8.86014
11411,248,87,9.16571
11412,248,88,9.19112
11413,248,89,9.19294
11414,248,90,9.16568
11415,248,91,9.11906
11416,248,92,9.06032
11417,248,93,9.00339
11418,248,94,8.95253
11419,85,110,6.94226
11420,89,108,6.95664
11421,90,108,7.00926
11422,91,108,7.03422
11423,92,107,6.99979
11424,92,108,6.99027
11425,93,107,6.99468
11426,93,108,6.98269
11427,94,107,6.97674
11428,94,108,6.94941
11429,94,109,6.94692
11430,95,106,6.97983
11431,95,107,6.94151
11432,95,108,6.92696
11433,95,109,6.92718
11434,96,106,6.95605
11435,96,107,6.90913
11436,96,108,6.90131
11437,97,106,6.92462
11438,97,107,6.87822
11439,97,108,6.88222
11440,98,106,6.9073
11441,98,107,6.86762
11442,98,108,6.87545
11443,99,105,7.01573
11444,99,106,6.91202
11445,99,107,6.87872
11446,99,108,6.87876
11447,100,105,6.97109
11448,100,106,6.91317
11449,100,107,6.88698
11450,100,108,6.87945
11451,101,105,6.8478
11452,101,106,6.89375
11453,101,107,6.87639
11454,101,108,6.8745
11455,102,105,6.77242
11456,102,106,6.77101
11457,102,107,6.85253
11458,102,108,6.84677
11459,102,109,6.84368
11460,103,105,6.70049
11461,103,106,6.70025
11462,103,107,6.69612
11463,103,108,6.80398
11464,104,104,6.60807
11465,104,105,6.61775
11466,104,106,6.62311
11467,104,107,6.6257
11468,104,108,6.62537
11469,105,104,6.53025
11470,105,105,6.53623
11471,105,106,6.54388
11472,105,107,6.55378
11473,105,108,6.56272
11474,106,104,6.46086
11475,106,105,6.46073
11476,106,106,6.46965
11477,106,107,6.48674
11478,106,108,6.50453
11479,107,104,6.39943
11480,107,105,6.39274
11481,107,106,6.40453
11482,107,107,6.42816
11483,107,108,6.45502
11484,108,104,6.35265
11485,108,105,6.34125
11486,108,106,6.3542
11487,108,107,6.38282
11488,108,108,6.41439
11489,109,103,6.35212
11490,109,104,6.32275
11491,109,105,6.30967
11492,109,106,6.3239
11493,109,107,6.35492
11494,109,108,6.38632
11495,110,103,6.34133
11496,110,104,6.31187
11497,110,105,6.30004
11498,110,106,6.31427
11499,110,107,6.342
11500,110,108,6.3691
11501,111,103,6.34368
11502,111,104,6.31692
11503,111,105,6.307
11504,111,106,6.31805
11505,111,107,6.33843
11506,111,108,6.35665
11507,112,103,6.37175
11508,112,104,6.34045
11509,112,105,6.32781
11510,112,106,6.3258
11511,112,107,6.33494
11512,112,108,6.33712
11513,113,103,6.39625
11514,113,104,6.36374
11515,113,105,6.34629
11516,113,106,6.34153
11517,113,107,6.34117
11518,113,108,6.31389
11519,114,103,6.42724
11520,114,104,6.38629
11521,114,105,6.35657
11522,114,106,6.33626
11523,114,107,6.29484
11524,114,108,6.28028
11525,115,103,6.44538
11526,115,104,6.40252
11527,115,105,6.35972
11528,115,106,6.32031
11529,115,107,6.25963
11530,115,108,6.23742
11531,116,102,6.59291
11532,116,103,6.50451
11533,116,104,6.42094
11534,116,105,6.33473
11535,116,106,6.24424
11536,116,107,6.19592
11537,116,108,6.16869
11538,117,102,6.67621
11539,117,103,6.54609
11540,117,104,6.42017
11541,117,105,6.29872
11542,117,106,6.19621
11543,117,107,6.10422
11544,117,108,6.07523
11545,118,102,6.77667
11546,118,103,6.61332
11547,118,104,6.42797
11548,118,105,6.24752
11549,118,106,6.09493
11550,118,107,5.97541
11551,118,108,5.9432
11552,119,102,6.92195
11553,119,103,6.69959
11554,119,104,6.43963
11555,119,105,6.18215
11556,119,106,5.944
11557,119,107,5.82474
11558,119,108,5.79733
11559,120,102,7.06425
11560,120,103,6.77253
11561,120,104,6.43082
11562,120,105,6.08593
11563,120,106,5.80365
11564,120,107,5.64829
11565,120,108,5.639
11566,121,102,7.25174
11567,121,103,6.90345
11568,121,104,6.46851
11569,121,105,6.02486
11570,121,106,5.66145
11571,121,107,5.48469
11572,121,108,5.49322
11573,122,102,7.39705
11574,122,103,7.01504
11575,122,104,6.52199
11576,122,105,5.99597
11577,122,106,5.57244
11578,122,107,5.37424
11579,123,102,7.44197
11580,123,103,7.06642
11581,123,104,6.56407
11582,123,105,6.02102
11583,123,106,5.57646
11584,123,107,5.3741
11585,123,108,5.41744
11586,124,102,7.37002
11587,124,103,7.04167
11588,124,104,6.58933
11589,124,105,6.09461
11590,124,106,5.68217
11591,124,107,5.4875
11592,124,108,5.51673
11593,125,102,7.22356
11594,125,103,6.9465
11595,125,104,6.5732
11596,125,105,6.16519
11597,125,106,5.83081
11598,125,107,5.66805
11599,125,108,5.68278
11600,126,102,7.05384
11601,126,103,6.83393
11602,126,104,6.53963
11603,126,105,6.22991
11604,126,106,5.9832
11605,126,107,5.86457
11606,126,108,5.87232
11607,127,102,6.90159
11608,127,103,6.72613
11609,127,104,6.50523
11610,127,105,6.27989
11611,127,106,6.10763
11612,127,107,6.04055
11613,127,108,6.05014
11614,128,102,6.77159
11615,128,103,6.63618
11616,128,104,6.47359
11617,128,105,6.31299
11618,128,106,6.20708
11619,128,107,6.18175
11620,128,108,6.19082
11621,129,102,6.65287
11622,129,103,6.54869
11623,129,104,6.43284
11624,129,105,6.32953
11625,129,106,6.28044
11626,129,107,6.28894
11627,129,108,6.2876
11628,130,101,6.59221
11629,130,102,6.52172
11630,130,103,6.44846
11631,130,104,6.3965
11632,130,105,6.33799
11633,130,106,6.32962
11634,130,107,6.35987
11635,130,108,6.35994
11636,131,101,6.50641
11637,131,102,6.49581
11638,131,103,6.3967
11639,131,104,6.37172
11640,131,105,6.34367
11641,131,106,6.35687
11642,131,107,6.39203
11643,131,108,6.38712
11644,132,101,6.44182
11645,132,102,6.44299
11646,132,103,6.40293
11647,132,104,6.36873
11648,132,105,6.34364
11649,132,106,6.36468
11650,132,107,6.39376
11651,132,108,6.38322
11652,133,100,6.48384
11653,133,101,6.42364
11654,133,102,6.39987
11655,133,103,6.37299
11656,133,104,6.35088
11657,133,105,6.33583
11658,133,106,6.35214
11659,133,107,6.37169
11660,133,108,6.35761
11661,134,100,6.39588
11662,134,101,6.38904
11663,134,102,6.37397
11664,134,103,6.35425
11665,134,104,6.33655
11666,134,105,6.32738
11667,134,106,6.32402
11668,134,107,6.33134
11669,134,108,6.3166
11670,135,100,6.36592
11671,135,101,6.36707
11672,135,102,6.35787
11673,135,103,6.34062
11674,135,104,6.32129
11675,135,105,6.30473
11676,135,106,6.29618
11677,135,107,6.27699
11678,135,108,6.25833
11679,136,100,6.35027
11680,136,101,6.35939
11681,136,102,6.35348
11682,136,103,6.33433
11683,136,104,6.30693
11684,136,105,6.27681
11685,136,106,6.25015
11686,136,107,6.21106
11687,136,108,6.18594
11688,137,100,6.35054
11689,137,101,6.36973
11690,137,102,6.36656
11691,137,103,6.3403
11692,137,104,6.29886
11693,137,105,6.24641
11694,137,106,6.17372
11695,137,107,6.13182
11696,137,108,6.09669
11697,138,99,6.31395
11698,138,100,6.37177
11699,138,101,6.40601
11700,138,102,6.40549
11701,138,103,6.36831
11702,138,104,6.30231
11703,138,105,6.20241
11704,138,106,6.11144
11705,138,107,6.03765
11706,138,108,5.99091
11707,139,99,6.33182
11708,139,100,6.42125
11709,139,101,6.47715
11710,139,102,6.48048
11711,139,103,6.42628
11712,139,104,6.31108
11713,139,105,6.17184
11714,139,106,6.02507
11715,139,107,5.91275
11716,139,108,5.85005
11717,140,101,6.5948
11718,140,102,6.59256
11719,140,103,6.51064
11720,140,104,6.35687
11721,140,105,6.14036
11722,140,106,5.91254
11723,140,107,5.74773
11724,140,99,6.37443
11725,140,100,6.5103
11726,141,99,6.44203
11727,141,100,6.64266
11728,141,101,6.7716
11729,141,102,6.77817
11730,141,103,6.65959
11731,141,104,6.43157
11732,141,105,6.1032
11733,141,106,5.76727
11734,141,107,5.54101
11735,142,99,6.51975
11736,142,100,6.79769
11737,142,101,6.98897
11738,142,102,7.02186
11739,142,103,6.85717
11740,142,104,6.53132
11741,142,105,6.07576
11742,142,106,5.61302
11743,142,107,5.32773
11744,142,108,5.27064
11745,143,99,6.58647
11746,143,100,6.941
11747,143,101,7.1869
11748,143,102,7.23513
11749,143,103,7.02818
11750,143,104,6.61919
11751,143,105,6.05947
11752,143,106,5.51207
11753,143,107,5.18561
11754,143,108,5.1507
11755,144,99,6.61699
11756,144,100,7.0023
11757,144,101,7.26452
11758,144,102,7.3074
11759,144,103,7.07382
11760,144,104,6.63063
11761,144,105,6.05928
11762,144,106,5.52048
11763,144,107,5.21026
11764,144,108,5.17608
11765,145,99,6.56194
11766,145,100,6.90987
11767,145,101,7.1555
11768,145,102,7.18153
11769,145,103,6.96308
11770,145,104,6.57804
11771,145,105,6.10215
11772,145,106,5.66089
11773,145,107,5.3905
11774,145,108,5.33699
11775,146,99,6.43649
11776,146,100,6.72819
11777,146,101,6.91312
11778,146,102,6.93244
11779,146,103,6.76859
11780,146,104,6.48915
11781,146,105,6.14327
11782,146,106,5.82084
11783,146,107,5.61482
11784,146,108,5.54651
11785,147,99,6.31294
11786,147,100,6.52433
11787,147,101,6.65357
11788,147,102,6.66415
11789,147,103,6.55767
11790,147,104,6.3772
11791,147,105,6.15232
11792,147,106,5.93854
11793,147,107,5.7931
11794,147,108,5.72786
11795,147,109,5.72701
11796,148,99,6.2001
11797,148,100,6.3436
11798,148,101,6.42817
11799,148,102,6.43613
11800,148,103,6.37103
11801,148,104,6.26462
11802,148,105,6.13224
11803,148,106,6.00271
11804,148,107,5.91089
11805,148,108,5.86439
11806,149,99,6.10264
11807,149,100,6.19084
11808,149,101,6.24191
11809,149,102,6.25146
11810,149,103,6.22374
11811,149,104,6.17003
11812,149,105,6.10403
11813,149,106,6.03537
11814,149,107,5.98342
11815,149,108,5.95545
11816,149,109,5.94913
11817,150,99,6.13459
11818,150,100,6.05876
11819,150,101,6.08557
11820,150,102,6.09644
11821,150,103,6.09522
11822,150,104,6.08507
11823,150,105,6.06777
11824,150,106,6.04705
11825,150,107,6.02878
11826,150,108,6.0176
11827,150,109,6.01513
11828,150,110,5.97828
11829,151,99,6.02078
11830,151,100,5.94045
11831,151,101,5.9455
11832,151,102,5.9571
11833,151,103,5.97873
11834,151,104,5.99908
11835,151,105,6.0257
11836,151,106,6.0465
11837,151,107,6.05843
11838,151,108,6.02863
11839,151,109,6.03259
11840,151,110,6.03455
11841,151,111,6.03691
11842,152,99,5.92635
11843,152,100,5.88842
11844,152,101,5.86357
11845,152,102,5.80677
11846,152,103,5.85266
11847,152,104,5.91881
11848,152,105,5.99111
11849,152,106,6.01796
11850,152,107,6.04986
11851,152,108,6.07258
11852,152,109,6.08276
11853,152,110,6.08671
11854,152,111,6.09016
11855,152,112,6.09207
11856,153,99,5.82255
11857,153,100,5.74462
11858,153,101,5.69211
11859,153,102,5.69844
11860,153,103,5.77324
11861,153,104,5.83783
11862,153,105,5.95743
11863,153,106,6.02782
11864,153,107,6.09172
11865,153,108,6.12019
11866,153,109,6.13432
11867,153,110,6.13913
11868,153,111,6.14157
11869,153,112,6.14223
11870,154,99,5.71868
11871,154,100,5.59708
11872,154,101,5.51181
11873,154,102,5.51667
11874,154,103,5.6325
11875,154,104,5.80859
11876,154,105,5.99317
11877,154,106,6.07997
11878,154,107,6.14114
11879,154,108,6.18515
11880,154,109,6.20053
11881,154,110,6.19606
11882,154,111,6.15306
11883,154,112,6.14812
11884,154,113,6.14098
11885,155,99,5.63466
11886,155,100,5.47028
11887,155,101,5.34782
11888,155,102,5.34673
11889,155,103,5.50134
11890,155,104,5.7502
11891,155,105,6.00186
11892,155,106,6.18672
11893,155,107,6.21308
11894,155,108,6.25741
11895,155,109,6.26487
11896,155,110,6.22429
11897,155,111,6.21515
11898,155,112,6.20468
11899,155,113,6.19251
11900,155,114,6.17937
11901,156,99,5.58818
11902,156,100,5.39678
11903,156,101,5.24591
11904,156,102,5.23174
11905,156,103,5.42518
11906,156,104,5.75065
11907,156,105,6.06965
11908,156,106,6.22435
11909,156,107,6.32561
11910,156,108,6.3547
11911,156,109,6.34648
11912,156,110,6.33028
11913,156,111,6.31405
11914,156,112,6.26286
11915,156,113,6.24577
11916,156,114,6.2283
11917,157,99,5.60676
11918,157,100,5.41116
11919,157,101,5.25605
11920,157,102,5.24211
11921,157,103,5.45833
11922,157,104,5.83935
11923,157,105,6.15588
11924,157,106,6.38195
11925,157,107,6.46532
11926,157,108,6.46148
11927,157,109,6.43036
11928,157,110,6.40025
11929,157,111,6.37315
11930,157,112,6.35093
11931,157,113,6.29601
11932,158,100,5.51052
11933,158,101,5.38071
11934,158,102,5.38593
11935,158,103,5.61105
11936,158,104,6.00681
11937,158,105,6.35267
11938,158,106,6.5742
11939,158,107,6.61534
11940,158,108,6.56782
11941,158,109,6.50673
11942,158,110,6.46161
11943,158,111,6.42657
11944,158,112,6.39704
11945,158,113,6.3422
11946,158,115,6.29485
11947,158,116,6.2727
11948,159,100,5.65627
11949,159,101,5.57757
11950,159,102,5.60722
11951,159,103,5.83114
11952,159,104,6.20933
11953,159,105,6.55709
11954,159,106,6.75797
11955,159,107,6.76044
11956,159,108,6.66188
11957,159,109,6.57284
11958,159,110,6.51402
11959,159,111,6.44916
11960,159,112,6.41424
11961,159,113,6.38496
11962,159,115,6.33348
11963,159,116,6.30953
11964,159,117,6.28618
11965,160,100,5.81312
11966,160,101,5.78011
11967,160,102,5.8336
11968,160,103,6.04301
11969,160,104,6.37435
11970,160,105,6.70498
11971,160,106,6.87493
11972,160,107,6.8547
11973,160,108,6.73815
11974,160,109,6.60327
11975,160,110,6.53551
11976,160,111,6.4877
11977,160,112,6.45306
11978,160,113,6.42466
11979,160,115,6.3711
11980,160,116,6.34439
11981,161,100,5.95028
11982,161,101,5.91786
11983,161,102,5.99668
11984,161,103,6.17974
11985,161,104,6.44443
